X_Freq_Hz;Y_Ampl_dBc_Hz
1083926.5;-155.801331
1096478.125;-155.834167
1109175.0;-155.938019
1122019.0;-156.056412
1135010.375;-156.237869
1148153.5;-156.424286
1161448.75;-156.601944
1174898.0;-156.755005
1188501.75;-156.822769
1202264.25;-156.823761
1216186.125;-156.737228
1230269.25;-156.566895
1244514.0;-156.356781
1258925.125;-156.082596
1273503.125;-155.799896
1288250.0;-155.501831
1303166.125;-155.230072
1318256.375;-154.974594
1333521.375;-154.873886
1348963.25;-154.874374
1364583.875;-155.025421
1380383.875;-155.352905
1396368.25;-155.723267
1412537.875;-156.112167
1428894.625;-156.398514
1445439.25;-156.614105
1462177.0;-156.730392
1479108.625;-156.74939
1496236.375;-156.726364
1513560.625;-156.668686
1531087.25;-156.666931
1548816.875;-156.728821
1566751.75;-156.838074
1584892.5;-156.966095
1603245.125;-157.03392
1621810.25;-157.07431
1640590.375;-157.118423
1659586.125;-157.21785
1678803.625;-157.416901
1698243.75;-157.597565
1717908.875;-157.679916
1737799.875;-157.617905
1757923.125;-157.426697
1778279.375;-157.237976
1798871.375;-157.115204
1819701.875;-157.049118
1840771.375;-157.040329
1862087.0;-157.105377
1883649.5;-157.26889
1905461.625;-157.526245
1927524.25;-157.795959
1949844.375;-157.923782
1972423.125;-157.838409
1995263.25;-157.602524
2018365.625;-157.354202
2041737.625;-157.190552
2065380.375;-157.113174
2089297.0;-157.092651
2113488.0;-157.156525
2137961.75;-157.444977
2162718.75;-157.644836
2187762.5;-157.584518
2213093.75;-157.226379
2238720.75;-156.744263
2264644.5;-156.380447
2290868.25;-156.306076
2317393.5;-156.54277
2344228.25;-156.959717
2371373.75;-157.350739
2398833.5;-157.582886
2426611.25;-157.696014
2454708.25;-157.879471
2483133.0;-158.007278
2511887.0;-157.911926
2540974.0;-157.739136
2570395.0;-157.56456
2600159.25;-157.194687
2630268.5;-156.816132
2660726.25;-156.678055
2691533.75;-156.534714
2722701.0;-156.388214
2754229.0;-156.619202
2786122.25;-156.954773
2818381.75;-157.298065
2851017.75;-157.282257
2884031.75;-157.184433
2917428.0;-157.242157
2951207.75;-157.416412
2985382.0;-157.662598
3019951.75;-157.88797
3054922.0;-157.975861
3090293.75;-158.031082
3126078.5;-158.048599
3162277.75;-157.999466
3198896.0;-157.901138
3235938.25;-157.757355
3273406.0;-157.571259
3311311.0;-157.355164
3349655.25;-157.156418
3388443.25;-157.00174
3427676.75;-156.912537
3467368.25;-156.904602
3507519.25;-156.985596
3548135.5;-157.097061
3589218.0;-157.207352
3630780.0;-157.300781
3672823.5;-157.381454
3715353.75;-157.47496
3758372.5;-157.61763
3801893.25;-157.824722
3845918.25;-158.059662
3890452.75;-158.274933
3935498.75;-158.429794
3981070.75;-158.510757
4027170.5;-158.534775
4073804.0;-158.532379
4120973.0;-158.520523
4168692.75;-158.481033
4216965.0;-158.358932
4265796.5;-158.228622
4315193.0;-157.856369
4365157.0;-157.367477
4415704.5;-156.887344
4466837.0;-156.489197
4518561.5;-156.549164
4570880.5;-156.844421
4623810.0;-157.193314
4677352.0;-157.401123
4731514.5;-157.220886
4786299.0;-156.498291
4841723.0;-155.36879
4897789.0;-154.179581
4954504.0;-152.980209
5011870.0;-152.731857
5069906.0;-153.24379
5128614.5;-154.214615
5188002.0;-155.500732
5248072.0;-157.337799
5308843.5;-158.516632
5370318.0;-158.776062
5432505.0;-158.870636
5495406.0;-158.937668
5559041.0;-158.994919
5623413.5;-159.032684
5688531.0;-159.093994
5754402.5;-159.169113
5821030.5;-159.239777
5888436.5;-159.37851
5956622.5;-159.510254
6025599.0;-159.56955
6095367.0;-159.592346
6165949.5;-159.660477
6237349.5;-159.790329
